"Id","Feature1","Feature2","Feature3","Feature4","Length","YearConstruction","YearLastFailureObserved"
8356,"T","IAB",-0.322098406380999,"C",1.1377,1996,NA
8357,"T","IAB",-0.322098406380999,"C",0.7542,1978,NA
8358,"T","IAB",-0.322098406380999,"C",4.8416,1978,NA
8359,"T","IAB",-0.209840627768268,"C",0.4996,1978,NA
8360,"T","IAB",-0.209840627768268,"D",4.859,1978,NA
8361,"T","IAB",-0.43435618499373,"C",52.0632,1978,NA
8362,"T","IAB",-0.43435618499373,"C",0.999,1978,NA
8363,"T","IAB",-0.43435618499373,"C",30.2777,1978,NA
8364,"T","IAB",-0.209840627768268,"C",0.9989,1978,NA
8365,"T","IAB",-0.43435618499373,"C",8.5946,1977,NA
8366,"T","IAB",-0.43435618499373,"C",0.5,1977,NA
8367,"T","IAB",-0.322098406380999,"D",32.8751,1977,NA
8368,"T","IAB",-0.209840627768268,"C",0.5,1977,NA
8369,"T","IAB",-0.209840627768268,"C",0.7501,1977,NA
8370,"T","U",-0.209840627768268,"C",1.4451,1977,NA
8371,"T","U",-0.509194704068884,"C",12.0998,1972,NA
8372,"P","U",-0.322098406380999,"C",141.9016,1992,NA
8373,"T","IAB",-0.322098406380999,"C",20.5726,1992,NA
8374,"T","U",0.126932708069924,"D",49.8795,1973,NA
8375,"T","U",-0.0601635896179607,"D",66.505,1973,NA
8376,"T","U",1.06241419650935,"D",1.5611,1973,NA
8377,"T","U",-0.322098406380999,"D",12.0758,1973,NA
8378,"T","U",0.126932708069924,"D",43.9736,1973,NA
8379,"T","U",-0.209840627768268,"D",9.0888,1973,NA
8380,"T","U",-0.43435618499373,"D",43.1038,1973,NA
8381,"T","U",-0.509194704068884,"C",106.6835,1973,NA
8382,"T","U",-0.509194704068884,"C",34.7044,1973,NA
8383,"T","U",-0.209840627768268,"C",28.8316,1973,NA
8384,"T","U",0.688221601133578,"D",43.2306,1973,2009
8385,"T","U",-0.209840627768268,"D",23.3635,1973,2008
8386,"T","U",-0.43435618499373,"C",51.015,1973,NA
8387,"T","U",-0.209840627768268,"D",11.3475,1973,NA
8388,"T","U",-0.322098406380999,"C",25.8393,1973,NA
8389,"T","U",-0.322098406380999,"C",16.747,1973,NA
8390,"T","U",-0.209840627768268,"D",36.1455,1973,2013
8391,"T","U",-0.322098406380999,"C",30.3991,1973,NA
8392,"T","IAB",-0.209840627768268,"C",7.4948,1973,NA
8393,"T","IAB",-0.43435618499373,"C",6.4952,1973,NA
8394,"T","IAB",-0.209840627768268,"D",9.4921,1973,NA
8395,"T","IAB",-0.209840627768268,"C",0.9696,1973,NA
8396,"T","IAB",-0.322098406380999,"D",4.9967,1973,NA
8397,"T","IAB",-0.209840627768268,"C",2.0145,1973,NA
8398,"T","IAB",-0.209840627768268,"D",5.2315,1973,NA
8399,"T","IAB",-0.209840627768268,"C",2.2479,1973,NA
8400,"T","IAB",-0.322098406380999,"D",8.4499,1973,NA
8401,"T","IAB",-0.0601635896179607,"D",15.9528,1973,NA
8402,"T","IAB",-0.322098406380999,"C",2.9974,1973,NA
8403,"T","IAB",-0.322098406380999,"D",12.6334,1973,NA
8404,"T","IAB",-0.43435618499373,"C",6.9955,1973,NA
8405,"T","IAB",-0.209840627768268,"D",3.8343,1973,NA
8406,"T","IAB",-0.43435618499373,"D",3.8604,1973,NA
8407,"T","IAB",-0.209840627768268,"D",3.8589,1973,NA
8408,"T","IAB",-0.509194704068884,"C",6.9947,1973,NA
8409,"T","IAB",-0.209840627768268,"D",3.9939,1973,NA
8410,"T","IAB",-0.43435618499373,"D",10.0159,1973,NA
8411,"T","IAB",-0.43435618499373,"C",5.4957,1973,NA
8412,"T","IAB",-0.43435618499373,"C",5.495,1973,NA
8413,"T","IAB",-0.0601635896179607,"D",0.9982,1973,NA
8414,"T","IAB",-0.0601635896179607,"D",0.9991,1973,NA
8415,"T","IAB",-0.322098406380999,"D",11.7242,1973,NA
8416,"T","IAB",-0.0601635896179607,"C",1.812,1973,NA
8417,"T","U",-0.322098406380999,"D",78.9126,1987,NA
8418,"T","U",-0.43435618499373,"C",8.3099,1987,NA
8419,"T","U",0.126932708069924,"D",62.38,1987,NA
8420,"T","U",-0.43435618499373,"C",0.6429,1987,NA
8421,"T","U",0.126932708069924,"D",0.339,1987,NA
8422,"T","U",-0.209840627768268,"D",13.2242,1987,NA
8423,"T","U",-0.209840627768268,"D",67.8999,1989,NA
8424,"T","U",-0.322098406380999,"C",33.8137,1987,NA
8425,"T","U",-0.43435618499373,"C",18.2054,1987,NA
8426,"T","U",-0.209840627768268,"D",38.5488,1987,NA
8427,"T","U",-0.43435618499373,"C",0.5094,1987,NA
8428,"T","U",-0.322098406380999,"D",24.6177,1987,NA
8429,"T","U",-0.0601635896179607,"D",47.7148,1987,NA
8430,"T","U",-0.43435618499373,"C",0.6384,1987,NA
8431,"T","IAB",-0.43435618499373,"C",17.9156,1987,NA
8432,"T","IAB",-0.43435618499373,"D",24.3696,1987,NA
8433,"T","IAB",-0.43435618499373,"C",2.9984,1987,NA
8434,"T","IAB",-0.43435618499373,"C",5.4948,1987,NA
8435,"T","IAB",-0.43435618499373,"C",6.495,1987,NA
8436,"T","IAB",-0.43435618499373,"C",6.4975,1987,NA
8437,"T","IAB",-0.43435618499373,"D",43.4048,1987,NA
8438,"T","IAB",-0.43435618499373,"C",5.4965,1987,NA
8439,"T","IAB",-0.43435618499373,"C",4.9957,1987,NA
8440,"T","IAB",-0.43435618499373,"C",15.886,1987,NA
8441,"T","IAB",-0.43435618499373,"D",41.4469,1987,NA
8442,"T","IAB",-0.322098406380999,"D",1.998,1987,NA
8443,"T","IAB",-0.322098406380999,"C",5.9965,1987,NA
8444,"T","IAB",-0.43435618499373,"C",6.495,1987,NA
8445,"T","IAB",-0.209840627768268,"D",16.6058,1987,NA
8446,"T","IAB",-0.43435618499373,"C",14.6228,1987,NA
8447,"T","IAB",-0.43435618499373,"D",25.6643,1987,NA
8448,"T","IAB",-0.43435618499373,"C",2.9982,1987,NA
8449,"T","IAB",-0.322098406380999,"D",2.4985,1987,NA
8450,"T","IAB",-0.43435618499373,"C",5.9962,1989,NA
8451,"T","U",0.126932708069924,"D",55.2928,1972,NA
8452,"T","U",-0.509194704068884,"C",26.4105,1972,NA
8453,"T","U",-0.209840627768268,"D",1.4015,1972,NA
8454,"T","U",-0.322098406380999,"C",28.0155,1972,NA
8455,"T","U",-0.322098406380999,"C",46.5524,1972,NA
8456,"T","U",-0.0601635896179607,"D",123.017,1972,NA
8457,"T","U",-0.0601635896179607,"D",8.4159,1972,NA
8458,"T","U",-0.43435618499373,"C",74.8826,1972,NA
8459,"T","U",-0.209840627768268,"D",67.2919,1972,2007
8460,"T","U",-0.322098406380999,"C",18.0246,1972,NA
8461,"T","U",-0.43435618499373,"C",7.7501,1972,NA
8462,"T","U",-0.322098406380999,"D",14.6128,1972,NA
8463,"T","U",-0.322098406380999,"D",40.1511,1972,NA
8464,"T","U",-0.209840627768268,"D",45.6387,1972,NA
8465,"T","U",0.314029005757808,"D",90.7438,1972,NA
8466,"T","U",0.314029005757808,"D",1.3834,1972,NA
8467,"T","IAB",-0.322098406380999,"C",22.3111,1972,NA
8468,"T","IAB",-0.322098406380999,"C",2.9978,1972,NA
8469,"T","IAB",-0.322098406380999,"D",6.9636,1972,NA
8470,"T","IAB",-0.322098406380999,"D",7.9697,1972,NA
8471,"T","IAB",-0.322098406380999,"D",2.4883,1972,NA
8472,"T","IAB",-0.43435618499373,"C",0.8448,1972,NA
8473,"T","IAB",-0.209840627768268,"D",2.9943,1972,NA
8474,"T","IAB",-0.509194704068884,"C",6.4952,1972,NA
8475,"T","IAB",-0.322098406380999,"D",15.9077,1972,NA
8476,"T","IAB",-0.322098406380999,"C",3.9974,1972,NA
8477,"T","U",1.06241419650935,"D",22.9373,1972,NA
8478,"T","IAB",-0.322098406380999,"C",5.4952,1972,NA
8479,"T","IAB",-0.322098406380999,"C",5.4965,1972,NA
8480,"T","IAB",-0.569065519329007,"C",5.4952,1972,NA
8481,"T","IAB",-0.43435618499373,"C",5.4963,1972,NA
8482,"T","IAB",-0.0601635896179607,"D",4.3298,1972,NA
8483,"T","IAB",-0.0601635896179607,"D",6.2809,1972,NA
8484,"T","IAB",-0.43435618499373,"C",5.4962,1972,NA
8485,"T","IAB",-0.43435618499373,"C",5.9949,1972,NA
8486,"T","U",-0.569065519329007,"C",31.5104,1968,1999
8487,"T","IAB",-0.569065519329007,"C",5.497,1968,NA
8488,"T","U",-0.209840627768268,"D",79.12,1972,NA
8489,"T","U",0.314029005757808,"D",0.6968,1972,NA
8490,"T","U",-0.209840627768268,"D",22.9835,1972,NA
8491,"T","U",-0.209840627768268,"D",41.5156,1972,NA
8492,"T","U",-0.209840627768268,"D",17.986,1972,NA
8493,"T","U",-0.209840627768268,"D",25.9277,1972,NA
8494,"T","U",-0.0601635896179607,"D",0.2616,1972,NA
8495,"T","U",-0.322098406380999,"C",4.9731,1972,2004
8496,"T","U",-0.322098406380999,"C",87.0683,1972,NA
8497,"T","U",-0.209840627768268,"D",4.149,1969,NA
8498,"T","U",2.18499198263665,"M",3.1772,1966,NA
8499,"T","IAB",-0.43435618499373,"C",2.9983,1972,NA
8500,"T","IAB",-0.209840627768268,"D",14.1768,1972,NA
8501,"T","IAB",-0.43435618499373,"C",2.4985,1972,NA
8502,"T","IAB",-0.322098406380999,"C",3.996,1972,NA
8503,"T","IAB",-0.322098406380999,"C",6.9947,1972,NA
8504,"T","IAB",-0.569065519329007,"C",5.4481,2002,NA
8505,"T","IAB",-0.322098406380999,"C",3.6653,2002,NA
8506,"T","U",-0.209840627768268,"D",2.2288,1972,NA
8507,"T","U",2.18499198263665,"M",1.0541,1966,NA
8508,"T","U",-0.322098406380999,"D",6.3649,1972,NA
8509,"T","U",-0.509194704068884,"D",38.4031,1968,NA
8510,"T","U",2.18499198263665,"M",49.6382,1966,NA
8511,"P","U",-0.0601635896179607,"D",48.9098,2001,NA
8512,"T","U",2.18499198263665,"M",72.2312,1966,NA
8513,"T","U",-0.43435618499373,"C",32.4573,1979,NA
8514,"T","U",2.18499198263665,"M",63.0274,1966,NA
8515,"T","U",-0.509194704068884,"C",35.426,1975,NA
8516,"T","U",-0.509194704068884,"C",31.0493,1979,NA
8517,"T","U",-0.509194704068884,"D",3.0249,1979,NA
8518,"T","IAB",-0.43435618499373,"C",19.9861,1972,NA
8519,"T","IAB",-0.43435618499373,"C",2.9978,1972,NA
8520,"T","IAB",-0.569065519329007,"D",2.257,1968,NA
8521,"T","IAB",-0.509194704068884,"D",1.9978,1979,NA
8522,"T","IAB",-0.322098406380999,"C",11.9906,1979,NA
8523,"T","IAB",-0.43435618499373,"C",2.4992,1979,NA
8524,"T","IAB",-0.509194704068884,"C",6.9948,1975,NA
8525,"T","IAB",-0.509194704068884,"C",2.9974,1979,NA
8526,"T","IAB",-0.509194704068884,"D",4.6366,1979,NA
8527,"T","IAB",-0.509194704068884,"D",0.2589,1979,NA
8528,"T","IAB",-0.509194704068884,"D",0.8508,1979,NA
8529,"T","IAB",-0.43435618499373,"D",43.2278,1979,NA
8530,"T","IAB",-0.209840627768268,"C",2.4976,2001,NA
8531,"T","IAB",-0.209840627768268,"D",0.8325,2001,NA
8532,"T","U",-0.322098406380999,"C",222.5926,1989,NA
8533,"T","IAB",-0.43435618499373,"C",7.9929,1993,NA
8534,"P","U",-0.322098406380999,"C",16.617,1994,NA
8535,"P","U",-0.322098406380999,"D",57.5632,2000,NA
8536,"P","U",-0.0601635896179607,"D",1.2607,2004,NA
8537,"P","U",-0.0601635896179607,"D",41.3833,2004,2011
8538,"T","U",-0.322098406380999,"C",9.4428,1981,NA
8539,"T","IAB",-0.509194704068884,"C",1.2376,2004,NA
8540,"T","IAB",-0.209840627768268,"C",89.8386,1970,NA
8541,"T","IAB",-0.322098406380999,"C",0.5113,2003,NA
8542,"P","U",1.06241419650935,"D",77.8718,1995,NA
8543,"P","U",1.06241419650935,"D",69.5426,1995,NA
8544,"P","U",-0.509194704068884,"C",0.2044,1995,NA
8545,"T","U",-0.509194704068884,"C",5.3698,1964,2013
8546,"T","IAB",-0.509194704068884,"C",9.2866,1964,NA
8547,"T","IAB",-0.322098406380999,"C",24.7375,1979,2006
8548,"T","U",1.43660679188512,"D",152.2768,1989,NA
8549,"T","O",0.688221601133578,"D",2.9294,1992,NA
8550,"T","O",3.68176236413973,"M",203.3944,1978,NA
8551,"T","U",-0.209840627768268,"C",87.4529,1992,NA
8552,"T","U",3.68176236413973,"M",40.0234,1978,NA
8553,"T","U",4.43014755489127,"M",6.008,1978,NA
8554,"T","U",0.688221601133578,"D",179.6214,1992,NA
8555,"T","U",0.688221601133578,"D",117.9851,1992,NA
8556,"T","O",3.68176236413973,"M",0.8208,1978,NA
8557,"T","U",-0.209840627768268,"D",28.022,1992,NA
8558,"T","O",0.688221601133578,"D",83.3584,1992,NA
8559,"T","U",0.688221601133578,"D",101.0262,1992,NA
8560,"T","U",3.68176236413973,"M",76.7411,1978,NA
8561,"T","U",-0.322098406380999,"C",26.8536,1992,NA
8562,"T","U",-0.322098406380999,"D",17.201,1992,NA
8563,"T","U",-0.209840627768268,"D",0.9142,1992,NA
8564,"T","U",-0.209840627768268,"D",21.6277,1992,NA
8565,"T","IAB",-0.322098406380999,"D",7.3576,1992,NA
8566,"T","IAB",-0.43435618499373,"C",8.8479,1992,NA
8567,"T","IAB",-0.322098406380999,"D",0.8255,1992,NA
8568,"T","U",-0.43435618499373,"C",15.5353,1989,NA
8569,"T","U",-0.322098406380999,"C",32.0782,1992,NA
8570,"T","IAB",-0.322098406380999,"C",10.321,1992,NA
8571,"T","U",1.43660679188512,"D",65.3082,1989,NA
8572,"T","U",-0.43435618499373,"C",33.6362,1989,NA
8573,"T","U",-0.322098406380999,"D",44.9085,1989,NA
8574,"T","U",-0.322098406380999,"D",40.9295,1989,NA
8575,"T","U",-0.0601635896179607,"D",21.6063,1989,NA
8576,"T","U",-0.43435618499373,"C",32.2719,1989,NA
8577,"T","U",-0.43435618499373,"C",15.5646,1989,2006
8578,"T","U",-0.509194704068884,"C",45.7401,1989,NA
8579,"T","U",1.43660679188512,"D",0.879,1989,NA
8580,"T","U",-0.43435618499373,"C",11.5821,1989,NA
8581,"T","U",-0.322098406380999,"D",23.9205,1989,NA
8582,"T","U",-0.43435618499373,"C",5.7363,1989,NA
8583,"T","U",-0.43435618499373,"C",4.7033,1989,NA
8584,"T","U",1.43660679188512,"D",2.3339,1989,NA
8585,"T","U",1.43660679188512,"D",96.7265,1989,NA
8586,"T","IAB",-0.322098406380999,"D",2.0334,1992,NA
8587,"T","IAB",-0.43435618499373,"C",12.69,1992,NA
8588,"T","IAB",-0.322098406380999,"D",2.3304,1992,NA
8589,"T","IAB",-0.43435618499373,"C",6.8167,1992,NA
8590,"T","IAB",-0.209840627768268,"C",3.1578,1992,NA
8591,"T","IAB",-0.43435618499373,"C",1.2917,1989,NA
8592,"T","IAB",-0.43435618499373,"C",2.0268,1989,NA
8593,"T","IAB",-0.43435618499373,"C",2.0046,1989,NA
8594,"T","IAB",-0.43435618499373,"C",1.3959,1989,NA
8595,"T","IAB",-0.43435618499373,"C",1.2521,1989,NA
8596,"T","IAB",-0.43435618499373,"C",2.1942,1989,NA
8597,"T","IAB",-0.509194704068884,"C",5.5192,1989,NA
8598,"T","IAB",-0.322098406380999,"C",1.7169,1989,NA
8599,"T","IAB",-0.322098406380999,"C",1.4812,1989,NA
8600,"T","IAB",-0.322098406380999,"C",1.4383,1989,NA
8601,"T","U",-0.43435618499373,"C",35.5385,1989,NA
8602,"T","U",-0.322098406380999,"D",47.5147,1989,NA
8603,"T","U",-0.43435618499373,"C",1.1955,1989,NA
8604,"T","U",-0.43435618499373,"C",1.3402,1989,NA
8605,"T","IAB",-0.322098406380999,"D",3.7173,1989,NA
8606,"T","IAB",-0.209840627768268,"C",1.5652,1965,NA
8607,"T","O",3.68176236413973,"M",169.6705,1988,NA
8608,"T","U",1.06241419650935,"D",2.607,1965,NA
8609,"T","U",0.126932708069924,"C",110.5813,1965,2005
8610,"T","U",3.68176236413973,"M",205.7909,1979,NA
8611,"T","U",3.68176236413973,"M",13.2358,1988,NA
8612,"T","IAB",-0.569065519329007,"C",1.7361,1965,NA
8613,"T","U",0.688221601133578,"C",25.9622,1965,NA
8614,"T","IAB",0.126932708069924,"C",1.5994,1965,NA
8615,"T","U",3.68176236413973,"M",22.0247,1978,NA
8616,"T","U",3.68176236413973,"M",268.5898,1978,2001
8617,"T","U",0.688221601133578,"D",2.6885,1992,NA
8618,"T","U",0.126932708069924,"D",42.7708,1992,NA
8619,"T","U",-0.0601635896179607,"D",35.7982,1992,NA
8620,"T","U",-0.209840627768268,"D",2.0452,1992,NA
8621,"T","U",-0.0601635896179607,"C",10.8879,1992,NA
8622,"T","U",-0.322098406380999,"C",7.1147,1992,NA
8623,"T","U",0.688221601133578,"D",1.8552,1965,NA
8624,"T","IAB",-0.322098406380999,"C",13.6041,1992,NA
8625,"T","IAB",-0.43435618499373,"C",2.3429,1992,NA
8626,"T","IAB",-0.0601635896179607,"D",0.9691,1992,NA
8627,"T","IAB",-0.322098406380999,"C",11.5732,1965,NA
8628,"P","U",-0.0601635896179607,"D",22.8988,1997,NA
8629,"P","U",-0.322098406380999,"D",62.4965,1997,NA
8630,"P","U",-0.0601635896179607,"D",119.8235,1997,NA
8631,"T","U",-0.322098406380999,"D",18.349,1971,NA
8632,"T","U",-0.0601635896179607,"D",65.2466,1971,NA
8633,"T","IAB",-0.43435618499373,"C",14.9331,1971,NA
8634,"T","IAB",-0.569065519329007,"D",22.5347,1971,NA
8635,"T","U",3.68176236413973,"M",89.3538,1979,NA
8636,"T","U",-0.209840627768268,"D",58.6531,1971,NA
8637,"T","O",3.68176236413973,"M",18.9587,1978,NA
8638,"T","U",-0.209840627768268,"C",20.2107,1971,NA
8639,"T","U",-0.509194704068884,"C",19.5494,1972,NA
8640,"T","U",-0.209840627768268,"D",1.4567,1972,NA
8641,"T","U",-0.43435618499373,"C",1.8055,1979,NA
8642,"T","U",-0.209840627768268,"D",40.5804,1972,NA
8643,"T","U",-0.509194704068884,"C",6.4874,1972,NA
8644,"T","IAB",-0.509194704068884,"C",5.4375,1972,NA
8645,"T","U",-0.569065519329007,"C",26.0894,1972,NA
8646,"T","U",-0.43435618499373,"D",37.5709,1972,NA
8647,"P","U",3.68176236413973,"M",59.5278,2000,NA
8648,"T","IAB",-0.569065519329007,"C",18.0036,1972,NA
8649,"P","U",3.68176236413973,"M",11.8607,2000,NA
8650,"T","O",3.68176236413973,"M",211.2532,1978,NA
8651,"T","IAB",-0.43435618499373,"C",2.5814,1971,NA
8652,"T","O",3.68176236413973,"M",14.7025,1979,NA
8653,"T","U",-0.322098406380999,"D",40.0474,1972,NA
8654,"T","U",-0.43435618499373,"C",0.7301,1971,NA
8655,"T","U",-0.209840627768268,"D",78.9532,1971,NA
8656,"T","U",-0.209840627768268,"D",1.3095,1971,NA
8657,"T","O",4.43014755489127,"M",239.3666,1978,2001
8658,"T","IAB",-0.43435618499373,"C",11.1228,1971,NA
8659,"T","IAB",-0.322098406380999,"C",6.6034,1972,NA
8660,"T","U",-0.322098406380999,"D",115.1381,1972,NA
8661,"T","U",0.126932708069924,"D",47.1056,1970,NA
8662,"T","U",3.68176236413973,"M",20.9937,1979,NA
8663,"T","IAB",-0.509194704068884,"C",45.4032,1970,NA
8664,"T","U",0.126932708069924,"D",19.5066,1993,NA
8665,"T","U",0.126932708069924,"D",1.416,1970,NA
8666,"T","IAB",-0.509194704068884,"C",18.6209,1993,NA
8667,"T","IAB",-0.509194704068884,"D",1.3385,1993,NA
8668,"T","IAB",-0.509194704068884,"C",42.9112,1970,NA
8669,"T","U",-0.43435618499373,"C",4.3908,1970,NA
8670,"T","U",-0.43435618499373,"C",4.296,1970,NA
8671,"T","IAB",-0.509194704068884,"C",44.8209,1970,NA
8672,"T","U",-0.43435618499373,"C",43.4142,1982,NA
8673,"T","U",-0.43435618499373,"C",6.2102,1972,NA
8674,"T","U",-0.209840627768268,"D",25.7413,1972,2011
8675,"T","U",-0.43435618499373,"C",1.718,1972,NA
8676,"T","U",-0.322098406380999,"D",47.7102,1972,NA
8677,"T","U",-0.0601635896179607,"D",50.6253,1972,2009
8678,"T","U",-0.322098406380999,"D",36.9746,1972,NA
8679,"T","U",-0.43435618499373,"C",32.0725,1972,NA
8680,"T","U",-0.509194704068884,"C",22.224,1967,NA
8681,"T","IAB",-0.509194704068884,"C",8.2499,1967,NA
8682,"T","IAB",-0.509194704068884,"C",90.5112,1967,NA
8683,"T","U",-0.322098406380999,"D",1.4368,2004,NA
8684,"T","U",0.314029005757808,"C",287.8266,1980,NA
8685,"T","U",0.688221601133578,"D",45.6716,1981,NA
8686,"T","U",0.314029005757808,"D",59.5678,1979,NA
8687,"T","U",-0.322098406380999,"C",1.9795,2009,NA
8688,"T","U",-0.509194704068884,"C",1.3768,1968,NA
8689,"P","U",0.314029005757808,"D",1.7853,2005,NA
8690,"T","U",0.126932708069924,"D",12.5393,1985,NA
8691,"T","U",0.126932708069924,"D",1.3057,1985,NA
8692,"T","U",0.688221601133578,"D",1.4187,1985,NA
8693,"P","U",-0.43435618499373,"C",10.1035,1995,NA
8694,"T","U",-0.322098406380999,"C",14.599,1982,NA
8695,"T","U",0.688221601133578,"D",144.6535,1981,NA
8696,"T","U",-0.0601635896179607,"C",1.4475,1981,NA
8697,"T","U",-0.0601635896179607,"C",22.6898,1981,NA
8698,"T","U",0.126932708069924,"D",34.3175,1985,NA
8699,"T","U",-0.322098406380999,"C",3.6516,1986,NA
8700,"T","U",-0.322098406380999,"C",1.2984,1986,NA
8701,"T","U",-0.322098406380999,"C",29.9517,1986,NA
8702,"T","U",0.126932708069924,"D",2.5122,1985,NA
8703,"T","U",-0.0601635896179607,"D",1.7069,1998,NA
8704,"T","U",0.126932708069924,"D",96.7396,1985,NA
8705,"T","IAB",0.688221601133578,"D",7.1422,1981,NA
8706,"T","U",-0.43435618499373,"D",4.9781,1990,NA
8707,"T","U",0.688221601133578,"D",70.7463,1981,NA
8708,"T","IAB",-0.569065519329007,"C",56.4685,1990,NA
8709,"T","IAB",-0.509194704068884,"C",9.3709,1967,NA
8710,"T","U",0.126932708069924,"D",20.5166,1985,NA
8711,"T","U",0.126932708069924,"C",20.5206,1985,NA
8712,"T","U",0.126932708069924,"C",27.7204,1985,NA
8713,"T","IAB",0.126932708069924,"C",14.2052,1985,NA
8714,"T","U",-0.0601635896179607,"C",51.7566,1974,NA
8715,"T","IAB",-0.0601635896179607,"C",23.9346,1974,NA
8716,"T","O",4.43014755489127,"M",18.5833,1978,NA
8717,"T","O",4.43014755489127,"M",63.8643,1978,NA
8718,"T","U",0.314029005757808,"D",0.7954,1978,NA
8719,"T","IAB",-0.0601635896179607,"C",1.846,2000,NA
8720,"T","IAB",-0.43435618499373,"C",4.9971,2001,NA
8721,"T","U",-0.209840627768268,"C",75.6777,1977,NA
8722,"T","U",2.18499198263665,"M",47.3821,1984,NA
8723,"T","U",1.43660679188512,"D",2.1745,2003,NA
8724,"T","U",2.18499198263665,"M",89.7453,1984,NA
8725,"P","U",-0.0601635896179607,"C",18.0804,2000,NA
8726,"T","IAB",-0.322098406380999,"C",2.5748,2000,NA
8727,"P","U",0.126932708069924,"D",74.7716,2000,NA
8728,"T","IAB",-0.569065519329007,"C",4.3426,2002,NA
8729,"T","IAB",-0.569065519329007,"C",0.2929,2002,NA
8730,"T","IAB",-0.0601635896179607,"C",34.4159,2000,NA
8731,"T","U",2.18499198263665,"M",43.9844,1984,NA
8732,"T","IAB",-0.569065519329007,"C",9.8953,1977,NA
8733,"T","IAB",-0.569065519329007,"C",3.9619,2002,NA
8734,"T","IAB",-0.322098406380999,"C",2.8243,1967,NA
8735,"T","IAB",-0.569065519329007,"C",3.9202,2002,NA
8736,"T","IAB",-0.569065519329007,"C",1.6396,1967,NA
8737,"T","IAB",-0.569065519329007,"C",1.4932,1967,NA
8738,"T","IAB",-0.209840627768268,"C",2.8157,1965,NA
8739,"T","IAB",-0.209840627768268,"C",1.8227,2000,NA
8740,"T","U",2.18499198263665,"M",212.2766,1984,NA
8741,"T","U",2.18499198263665,"M",120.1269,1984,NA
8742,"P","U",-0.0601635896179607,"D",48.7413,1999,NA
8743,"P","U",-0.322098406380999,"C",32.0216,1999,NA
8744,"P","U",-0.322098406380999,"D",3.1705,1999,NA
8745,"T","IAB",-0.509194704068884,"C",8.4678,1999,NA
8746,"T","U",-0.209840627768268,"C",1.7383,1965,NA
8747,"T","O",3.68176236413973,"M",0.7946,1979,NA
8748,"P","U",-0.43435618499373,"C",10.7972,1999,NA
8749,"P","U",-0.43435618499373,"C",10.8259,1999,NA
8750,"P","U",-0.0601635896179607,"D",67.979,1999,NA
8751,"P","U",-0.0601635896179607,"D",17.2206,1999,NA
8752,"T","O",3.68176236413973,"M",191.9532,1979,NA
8753,"P","U",-0.43435618499373,"C",45.0885,1999,NA
8754,"P","U",-0.0601635896179607,"D",29.3665,1999,NA
8755,"T","U",3.68176236413973,"M",79.438,1979,NA
8756,"T","IAB",-0.209840627768268,"C",2.29,1965,NA
8757,"P","U",0.126932708069924,"D",7.0863,1999,NA
8758,"T","IAB",-0.322098406380999,"C",1.449,1965,NA
8759,"P","U",-0.322098406380999,"D",51.9923,1999,NA
8760,"P","U",-0.322098406380999,"C",6.3759,1999,NA
8761,"P","U",-0.322098406380999,"D",17.5455,1999,NA
8762,"P","U",-0.569065519329007,"C",52.6867,1999,NA
8763,"P","U",-0.322098406380999,"D",32.2628,1999,NA
8764,"P","U",-0.43435618499373,"C",10.6255,1999,NA
8765,"P","U",0.126932708069924,"D",61.9071,1999,NA
8766,"P","U",-0.322098406380999,"D",16.1134,1999,NA
8767,"P","U",-0.509194704068884,"D",8.7161,1999,NA
8768,"P","U",-0.43435618499373,"D",8.1788,1999,NA
8769,"P","U",-0.509194704068884,"D",11.3617,1999,NA
8770,"P","U",-0.569065519329007,"D",11.3939,1999,NA
8771,"P","U",-0.322098406380999,"C",42.4691,1999,NA
8772,"P","U",-0.209840627768268,"D",48.8798,1999,NA
8773,"P","U",-0.322098406380999,"D",44.4521,1999,NA
8774,"T","U",-0.569065519329007,"C",6.2993,1978,NA
8775,"T","U",-0.569065519329007,"D",45.4705,1978,2013
8776,"T","U",-0.569065519329007,"D",3.5318,1978,NA
8777,"T","U",-0.569065519329007,"D",14.2195,1978,NA
8778,"T","U",-0.569065519329007,"D",5.0209,1978,NA
8779,"T","IAB",-0.569065519329007,"C",4.4419,1999,NA
8780,"T","IAB",-0.569065519329007,"C",1.9802,1999,NA
8781,"T","IAB",-0.569065519329007,"C",4.901,1999,NA
8782,"T","IAB",-0.569065519329007,"C",9.1612,1981,NA
8783,"T","IAB",-0.569065519329007,"C",1.9975,1981,NA
8784,"T","IAB",-0.569065519329007,"D",12.6641,1981,NA
8785,"T","IAB",-0.569065519329007,"C",2.4604,1999,NA
8786,"T","IAB",-0.569065519329007,"C",15.7368,1967,NA
8787,"T","IAB",-0.569065519329007,"C",2.3055,1999,NA
8788,"T","IAB",-0.569065519329007,"D",17.1719,1976,NA
8789,"T","IAB",-0.569065519329007,"C",1.6081,1976,NA
8790,"T","IAB",-0.43435618499373,"D",7.5958,1976,NA
8791,"T","IAB",-0.569065519329007,"C",2.2094,1999,NA
8792,"T","IAB",-0.569065519329007,"C",8.4439,1975,NA
8793,"T","IAB",-0.569065519329007,"C",1.9356,1975,NA
8794,"T","IAB",-0.509194704068884,"D",2.8413,1975,NA
8795,"T","IAB",-0.569065519329007,"C",2.1494,1975,NA
8796,"T","IAB",-0.569065519329007,"C",2.8468,1999,NA
